reference	ref_length	mean_coverage	std_coverage	pct_covered
kraken:taxid|187517	16916	0.04	1.03	0.22
kraken:taxid|187518	14950	0.00	0.10	0.23
kraken:taxid|1875285	15708	0.20	4.44	0.21
kraken:taxid|1875300	15275	0.16	2.91	0.39
kraken:taxid|1875661	15276	0.00	0.04	0.19
kraken:taxid|1875683	15796	3.12	71.15	0.87
kraken:taxid|1875907	22920	0.00	0.03	0.12
kraken:taxid|187592	14616	0.04	0.93	0.20
kraken:taxid|1880993	15768	0.00	0.09	0.33
kraken:taxid|1881634	17200	0.01	0.16	0.16
kraken:taxid|1881998	15075	0.00	0.10	0.26
kraken:taxid|1882871	15512	0.00	0.08	0.17
kraken:taxid|1883388	49744	0.02	0.51	0.32
kraken:taxid|188341	17210	0.00	0.06	0.42
kraken:taxid|188373	18722	0.01	0.10	0.37
kraken:taxid|188379	17361	0.02	0.18	0.98
kraken:taxid|1884681	15716	0.09	2.19	0.17
kraken:taxid|1884860	16171	0.00	0.08	0.22
kraken:taxid|1886482	16222	0.01	0.14	0.21
kraken:taxid|1886613	16492	0.01	0.24	0.16
kraken:taxid|188736	14761	0.06	1.35	0.20
kraken:taxid|1888206	16429	0.00	0.04	0.16
kraken:taxid|1888264	15773	0.01	0.16	0.25
kraken:taxid|189196	615370	0.00	0.01	0.02
kraken:taxid|1892586	15728	0.00	0.04	0.18
kraken:taxid|1892770	68926	0.10	0.59	4.12
kraken:taxid|1894963	287403	0.05	4.55	0.12
kraken:taxid|189506	17782	0.00	0.04	0.15
kraken:taxid|1895467	14210	0.01	0.09	0.43
kraken:taxid|1896592	15685	0.01	0.22	0.36
kraken:taxid|1896769	27664	27.05	681.27	0.61
kraken:taxid|1896963	26052	0.00	0.10	0.10
kraken:taxid|1897780	16594	0.01	0.18	0.19
kraken:taxid|1897788	16598	0.00	0.04	0.18
kraken:taxid|1898278	16340	0.00	0.04	0.20
kraken:taxid|1902407	15729	0.04	0.96	0.32
kraken:taxid|1902798	15892	455.45	9179.07	0.45
kraken:taxid|1902835	16120	0.00	0.04	0.20
kraken:taxid|190295	16936	0.09	1.25	1.52
kraken:taxid|1903112	15629	0.01	0.15	0.24
kraken:taxid|1903189	75417	0.06	1.07	0.64
kraken:taxid|190327	62563	0.01	0.41	0.34
kraken:taxid|1903710	104736	0.00	0.10	0.04
kraken:taxid|1903711	104785	0.00	0.21	0.04
kraken:taxid|1903712	104352	0.00	0.08	0.04
kraken:taxid|1903853	15528	0.10	1.04	1.24
kraken:taxid|190457	16815	0.03	0.28	1.51
kraken:taxid|190676	16356	0.01	0.24	0.64
kraken:taxid|1906767	16213	0.00	0.04	0.16
kraken:taxid|1907519	66785	0.02	0.59	0.23
kraken:taxid|190760	722009	0.00	0.02	0.02
kraken:taxid|1911024	13709	0.04	0.49	1.76
kraken:taxid|1911538	24935	0.10	2.83	0.14
kraken:taxid|1911539	24969	0.12	3.19	0.13
kraken:taxid|1911541	24915	0.00	0.07	0.14
kraken:taxid|1911547	24935	0.00	0.07	0.12
kraken:taxid|191400	15196	0.00	0.04	0.17
kraken:taxid|191405	15802	0.01	0.27	0.25
kraken:taxid|1914092	32389	0.00	0.08	0.28
kraken:taxid|1914393	17179	0.02	0.33	0.31
kraken:taxid|1914573	15763	0.01	0.26	0.18
kraken:taxid|1916091	25683	0.11	1.68	2.23
kraken:taxid|1917049	25533	0.00	0.07	0.11
kraken:taxid|1917246	18154	0.00	0.04	0.16
kraken:taxid|1918054	16504	0.00	0.04	0.19
kraken:taxid|191923	631094	0.00	0.04	0.05
kraken:taxid|192010	30629	0.00	0.04	0.17
kraken:taxid|192211	16766	0.00	0.04	0.16
kraken:taxid|192314	857234	0.00	0.19	0.02
kraken:taxid|192730	15838	0.02	0.54	0.22
kraken:taxid|1928073	15352	0.00	0.09	0.18
kraken:taxid|1928728	37152	0.01	0.14	0.43
kraken:taxid|1928774	15373	0.01	0.13	0.20
kraken:taxid|1928782	15989	0.00	0.05	0.23
kraken:taxid|1929756	93439	0.01	0.32	0.24
kraken:taxid|1930247	16313	0.00	0.04	0.19
kraken:taxid|193280	15176	0.03	0.61	0.22
kraken:taxid|1933071	17763	0.00	0.08	0.16
kraken:taxid|1934190	16511	0.00	0.04	0.20
kraken:taxid|1934431	14950	0.01	0.13	0.18
kraken:taxid|1934545	14950	0.00	0.04	0.17
kraken:taxid|1934576	14950	0.27	5.92	0.21
kraken:taxid|1934589	14949	0.01	0.25	0.17
kraken:taxid|193515	586319	0.00	0.09	0.14
kraken:taxid|1938971	17148	0.00	0.05	0.28
kraken:taxid|1939669	15059	0.01	0.26	0.19
kraken:taxid|1940113	20320	0.01	0.15	0.59
kraken:taxid|1940652	28370	0.10	0.61	3.86
kraken:taxid|194517	26142	0.04	1.26	0.11
kraken:taxid|1945530	15899	14.87	298.40	0.26
kraken:taxid|194917	15954	0.01	0.21	0.18
kraken:taxid|1954227	20612	0.00	0.03	0.12
kraken:taxid|1955321	14864	0.14	3.26	0.22
kraken:taxid|1955577	30121	0.02	0.29	0.63
kraken:taxid|195581	14835	0.00	0.08	0.22
kraken:taxid|195755	50682	0.00	0.04	0.15
kraken:taxid|195770	50045	0.00	0.07	0.20
kraken:taxid|195777	53100	0.00	0.04	0.16
kraken:taxid|195782	48700	0.00	0.03	0.07
kraken:taxid|195785	58388	0.00	0.06	0.36
kraken:taxid|195789	59878	0.01	0.38	0.27
kraken:taxid|195883	16513	0.00	0.08	0.16
kraken:taxid|196139	41628	0.01	0.40	0.13
kraken:taxid|1962538	15025	0.12	2.63	0.53
kraken:taxid|1962539	14870	0.14	3.14	0.36
kraken:taxid|1962540	15021	0.12	2.51	0.35
kraken:taxid|1962543	15139	0.87	19.97	0.19
kraken:taxid|1962545	15356	0.01	0.14	0.36
kraken:taxid|1962547	15009	0.00	0.04	0.18
kraken:taxid|1962548	15185	0.13	3.06	0.42
kraken:taxid|1962550	15385	0.10	2.51	0.17
kraken:taxid|1962553	15176	0.01	0.13	0.18
kraken:taxid|1963763	17873	0.00	0.08	0.16
kraken:taxid|196524	17205	0.00	0.05	0.23
kraken:taxid|196631	25423	0.01	0.17	0.13
kraken:taxid|196765	46553	0.00	0.08	0.21
kraken:taxid|1968986	15252	0.00	0.08	0.17
kraken:taxid|1969778	15380	0.01	0.17	0.18
kraken:taxid|197054	48508	0.01	0.38	0.06
kraken:taxid|1970646	35937	1.01	4.97	26.39
kraken:taxid|1970743	16767	0.07	1.37	0.58
kraken:taxid|197124	380906	0.01	0.24	0.16
kraken:taxid|197179	17150	0.00	0.04	0.15
kraken:taxid|1973153	38164	0.10	1.89	0.30
kraken:taxid|1973307	121484	0.00	0.16	0.13
kraken:taxid|1973564	15569	0.00	0.10	0.24
kraken:taxid|1973584	15402	0.00	0.04	0.19
kraken:taxid|1977160	16697	0.01	0.19	0.23
kraken:taxid|1977248	16310	0.00	0.08	0.16
kraken:taxid|197756	37867	0.07	1.22	0.29
kraken:taxid|197773	16954	0.13	2.95	0.34
kraken:taxid|1978023	16090	0.00	0.04	0.20
kraken:taxid|1980151	15327	0.00	0.04	0.18
kraken:taxid|198035	354692	0.00	0.03	0.02
kraken:taxid|1980634	17157	0.02	0.40	0.16
kraken:taxid|1980973	15473	0.00	0.04	0.17
kraken:taxid|198213	1678054	0.00	0.05	0.02
kraken:taxid|198227	15688	0.01	0.33	0.18
kraken:taxid|198433	16141	0.01	0.12	0.17
kraken:taxid|198507	16604	0.00	0.04	0.19
kraken:taxid|198510	16560	0.00	0.04	0.18
kraken:taxid|1985166	38065	4.46	159.45	0.15
kraken:taxid|1986077	39591	0.23	3.93	2.28
kraken:taxid|1987354	16868	0.02	0.59	0.21
kraken:taxid|1987586	16129	0.00	0.06	0.40
kraken:taxid|198806	16902	0.06	1.38	0.17
kraken:taxid|198940	16815	0.01	0.15	0.86
kraken:taxid|199225	876608	0.00	0.02	0.03
kraken:taxid|199306	75117	0.04	0.85	1.09
kraken:taxid|200191	17310	2.84	62.11	0.29
kraken:taxid|2004544	16186	0.00	0.04	0.17
kraken:taxid|2004905	15739	0.91	22.25	0.17
kraken:taxid|2006982	25139	0.01	0.16	0.11
kraken:taxid|2007208	25142	4.66	136.17	0.23
kraken:taxid|2007213	25378	0.05	1.33	0.18
kraken:taxid|2007222	15334	0.04	0.65	0.44
kraken:taxid|2008833	15721	0.02	0.57	0.17
kraken:taxid|200900	16510	0.00	0.04	0.19
kraken:taxid|200917	16130	0.00	0.08	0.17
kraken:taxid|2010950	15977	0.00	0.04	0.17
kraken:taxid|201230	59025	0.00	0.07	0.12
kraken:taxid|201312	17848	0.18	4.42	0.17
kraken:taxid|201348	17868	0.01	0.15	0.15
kraken:taxid|201358	17913	0.01	0.12	0.17
kraken:taxid|2015309	16894	0.00	0.05	0.22
kraken:taxid|2015914	73807	0.00	0.10	0.05
kraken:taxid|2016114	15976	0.05	1.21	0.16
kraken:taxid|2016140	16552	0.00	0.04	0.16
kraken:taxid|2016387	126497	0.01	0.47	0.02
kraken:taxid|2018706	50972	0.02	0.90	0.13
kraken:taxid|2019519	16099	0.01	0.21	0.19
kraken:taxid|2019549	155141	0.00	0.22	0.02
kraken:taxid|2019550	144435	0.00	0.05	0.07
kraken:taxid|2020962	59251	0.50	2.93	5.21
kraken:taxid|2021480	18277	0.04	0.70	0.94
kraken:taxid|2021492	14936	0.00	0.05	0.23
kraken:taxid|2021493	16603	0.00	0.08	0.33
kraken:taxid|2021535	16109	0.04	0.88	0.30
kraken:taxid|2022011	16579	0.01	0.26	0.19
kraken:taxid|2022672	2222920	0.00	1.05	0.02
kraken:taxid|2023715	16596	0.07	1.57	0.22
kraken:taxid|2023964	354302	0.00	0.01	0.01
kraken:taxid|2025572	16824	0.00	0.12	0.16
kraken:taxid|2025578	16823	0.00	0.04	0.18
kraken:taxid|2025579	16824	0.00	0.04	0.16
kraken:taxid|202585	16872	0.00	0.09	0.20
kraken:taxid|2026169	16826	0.00	0.04	0.16
kraken:taxid|2026244	124588	0.00	0.10	0.05
kraken:taxid|2026451	16188	0.02	0.47	0.25
kraken:taxid|202687	25380	0.62	18.99	0.11
kraken:taxid|2027056	14762	0.00	0.08	0.18
kraken:taxid|2027546	15176	0.01	0.21	0.17
kraken:taxid|2028083	79245	0.07	1.20	0.52
kraken:taxid|2029068	16833	0.00	0.08	0.16
kraken:taxid|2029751	159132	0.01	0.37	0.08
kraken:taxid|2032846	15348	0.02	0.53	0.17
kraken:taxid|2033315	16784	0.00	0.07	0.13
kraken:taxid|2035280	16129	0.00	0.08	0.16
kraken:taxid|2038759	15744	0.00	0.08	0.17
kraken:taxid|2039642	17561	0.01	0.11	0.65
kraken:taxid|204215	274779	0.00	0.10	0.24
kraken:taxid|2043556	15213	0.01	0.23	0.20
kraken:taxid|2044563	52735	0.08	1.54	0.86
kraken:taxid|2045497	14909	0.00	0.04	0.17
kraken:taxid|2047715	14646	0.01	0.16	0.25
kraken:taxid|2047824	15112	0.00	0.04	0.20
kraken:taxid|204793	16941	0.01	0.20	0.22
kraken:taxid|204919	15750	0.00	0.04	0.17
kraken:taxid|204923	16534	0.01	0.09	0.34
kraken:taxid|2049285	16784	0.00	0.05	0.23
kraken:taxid|205083	46868	0.00	0.15	0.12
kraken:taxid|2052682	59689	0.03	0.89	0.19
kraken:taxid|205354	15515	0.01	0.16	0.17
kraken:taxid|2054620	49698	0.29	7.70	1.60
kraken:taxid|205524	566695	0.01	0.20	0.27
kraken:taxid|205567	433466	0.02	0.31	0.38
kraken:taxid|205596	16938	0.00	0.12	0.15
kraken:taxid|2057051	16521	0.00	0.08	0.16
kraken:taxid|2058195	15396	0.01	0.13	0.19
kraken:taxid|2059211	15363	0.01	0.21	0.17
kraken:taxid|205971	20066	0.02	0.44	0.13
kraken:taxid|2060905	37513	0.09	1.37	1.97
kraken:taxid|2060973	33113	0.03	0.77	0.39
kraken:taxid|206348	17728	0.00	0.04	0.15
kraken:taxid|2065311	15383	0.01	0.13	0.18
kraken:taxid|2065825	16482	0.07	1.49	0.21
kraken:taxid|2074866	32900	0.08	1.60	0.48
kraken:taxid|2075311	92511	0.00	0.05	0.09
kraken:taxid|207832	112689	0.00	0.12	0.05
kraken:taxid|207833	114829	0.02	0.42	0.29
kraken:taxid|2078594	14032	0.00	0.09	0.21
kraken:taxid|2078668	15301	0.01	0.12	0.17
kraken:taxid|2079363	17011	0.00	0.04	0.16
kraken:taxid|208073	16891	0.21	4.70	0.37
kraken:taxid|208348	77894	0.74	37.17	0.50
kraken:taxid|208467	16603	0.01	0.31	0.20
kraken:taxid|208468	16603	0.02	0.53	0.20
kraken:taxid|208481	18728	0.00	0.04	0.16
kraken:taxid|208524	16784	0.05	0.47	1.35
kraken:taxid|2086606	15639	0.00	0.04	0.17
kraken:taxid|208960	115036	0.00	0.04	0.08
kraken:taxid|209129	37280	0.06	0.70	1.04
kraken:taxid|209148	69603	0.00	0.08	0.22
kraken:taxid|209166	16482	0.15	3.60	0.18
kraken:taxid|209211	16502	0.11	2.31	0.28
kraken:taxid|2093842	17965	0.00	0.04	0.14
kraken:taxid|2093909	177592	0.01	0.30	0.10
kraken:taxid|2094009	15814	0.01	0.20	0.16
kraken:taxid|2094016	15163	0.09	2.12	0.18
kraken:taxid|209534	15229	0.00	0.04	0.18
kraken:taxid|209559	29236	1.66	10.24	12.17
kraken:taxid|209564	82333	0.08	2.09	1.17
kraken:taxid|209816	144205	0.00	0.17	0.02
kraken:taxid|209926	14405	0.06	0.66	0.96
kraken:taxid|209979	18512	0.01	0.14	0.47
kraken:taxid|210010	49539	2.76	105.16	0.84
kraken:taxid|210143	1999602	0.01	0.20	0.31
kraken:taxid|210347	534321	0.00	0.13	0.09
kraken:taxid|210372	341829	0.01	0.14	0.23
kraken:taxid|210409	16026	0.01	0.28	0.16
kraken:taxid|210441	61877	0.00	0.02	0.05
kraken:taxid|2109557	19514	0.03	0.91	0.13
kraken:taxid|211598	18647	0.00	0.06	0.36
kraken:taxid|212397	104716	0.00	0.07	0.07
kraken:taxid|2126034	59508	0.01	0.12	0.22
kraken:taxid|2126071	15743	0.00	0.08	0.17
kraken:taxid|2133757	32777	0.00	0.07	0.17
kraken:taxid|2136021	55822	0.09	2.63	0.80
kraken:taxid|2136291	15185	0.02	0.45	0.17
kraken:taxid|2138606	16554	0.01	0.16	0.16
kraken:taxid|213916	15381	0.01	0.34	0.20
kraken:taxid|213929	15369	0.01	0.25	0.18
kraken:taxid|213978	15301	1.46	29.08	0.25
kraken:taxid|214525	178929	0.00	0.03	0.03
kraken:taxid|214914	16540	0.00	0.12	0.16
kraken:taxid|214969	18363	0.01	0.23	0.29
kraken:taxid|214970	17697	0.00	0.04	0.16
kraken:taxid|215256	140940	0.00	0.29	0.06
kraken:taxid|2152901	16494	0.04	1.09	0.21
kraken:taxid|2153043	15620	0.00	0.04	0.19
kraken:taxid|2153492	16368	0.01	0.21	0.17
kraken:taxid|215373	17336	0.00	0.08	0.15
kraken:taxid|215382	16537	0.00	0.05	0.22
kraken:taxid|216284	14414	0.01	0.22	0.19
kraken:taxid|2163919	16684	0.00	0.12	0.16
kraken:taxid|2164018	42257	0.07	1.61	0.63
kraken:taxid|2164054	15638	0.01	0.19	0.22
kraken:taxid|2164167	16329	0.06	1.33	0.18
kraken:taxid|216970	16901	0.11	2.45	0.23
kraken:taxid|2171672	15599	0.00	0.04	0.19
kraken:taxid|2171770	16549	0.02	0.41	0.21
kraken:taxid|2171939	15434	0.17	4.22	0.17
kraken:taxid|217214	36719	0.00	0.03	0.07
kraken:taxid|2172466	15674	0.03	0.67	0.21
kraken:taxid|217427	42366	0.00	0.04	0.17
kraken:taxid|2175132	15915	0.00	0.08	0.16
kraken:taxid|217708	17283	0.00	0.03	0.12
kraken:taxid|218192	14459	0.00	0.04	0.19
kraken:taxid|218449	31430	1.04	31.47	0.35
kraken:taxid|2185387	17668	0.01	0.16	0.16
kraken:taxid|218633	56581	0.14	3.77	0.38
kraken:taxid|218706	15441	0.00	0.04	0.17
kraken:taxid|218724	15300	13.74	316.24	0.61
kraken:taxid|218730	15324	0.02	0.35	0.19
kraken:taxid|218737	15430	0.02	0.47	0.41
kraken:taxid|218742	15546	0.01	0.10	0.44
kraken:taxid|218750	15524	0.00	0.04	0.14
kraken:taxid|218758	15346	0.04	0.75	0.25
kraken:taxid|219653	54710	0.01	0.18	0.31
kraken:taxid|2200831	18656	0.00	0.08	0.17
kraken:taxid|2201239	50098	0.01	0.30	0.12
kraken:taxid|220126	17226	0.02	0.55	0.16
kraken:taxid|2202363	16590	0.00	0.04	0.19
kraken:taxid|2202370	16561	0.19	4.13	0.21
kraken:taxid|2203017	16140	0.03	0.56	0.41
kraken:taxid|220499	16017	0.01	0.13	0.19
kraken:taxid|221103	93722	0.03	0.71	0.32
kraken:taxid|2211484	14861	0.01	0.12	0.17
kraken:taxid|2212705	14102	0.01	0.21	0.30
kraken:taxid|221721	65327	0.45	11.04	1.13
kraken:taxid|221722	36792	0.02	0.27	0.31
kraken:taxid|221724	69158	0.75	16.13	1.83
kraken:taxid|2218046	15232	0.00	0.04	0.20
kraken:taxid|2219248	15720	0.00	0.04	0.17
kraken:taxid|2219250	15439	0.08	2.05	0.17
kraken:taxid|2219254	15355	0.00	0.04	0.17
kraken:taxid|221945	13647	0.02	0.27	0.81
kraken:taxid|221966	16795	0.01	0.18	0.21
kraken:taxid|221976	16909	0.00	0.06	0.34
kraken:taxid|222809	16397	0.01	0.10	0.27
kraken:taxid|223139	16513	0.00	0.04	0.19
kraken:taxid|2231408	15594	0.00	0.04	0.17
kraken:taxid|223151	21625	0.00	0.04	0.14
kraken:taxid|2231603	24499	0.00	0.09	0.31
kraken:taxid|223224	389949	0.00	0.05	0.07
kraken:taxid|223369	16626	0.01	0.16	0.16
kraken:taxid|2234022	17172	0.00	0.04	0.17
kraken:taxid|223634	13271	0.01	0.11	0.47
kraken:taxid|224256	16185	4.06	97.14	0.21
kraken:taxid|224420	39030	0.08	0.75	2.59
kraken:taxid|2250432	15882	0.02	0.47	0.20
kraken:taxid|225396	15933	0.01	0.13	0.41
kraken:taxid|225398	17378	0.03	0.63	0.20
kraken:taxid|225728	16460	0.00	0.04	0.19
kraken:taxid|226161	16478	0.00	0.12	0.16
kraken:taxid|226208	499236	0.02	0.42	0.52
kraken:taxid|226581	471696	0.04	3.09	0.07
kraken:taxid|22663	404807	0.00	0.03	0.07
kraken:taxid|2268894	14829	0.00	0.06	0.38
kraken:taxid|2269080	16803	0.04	0.52	0.55
kraken:taxid|227275	16586	0.00	0.04	0.19
kraken:taxid|227308	493958	0.00	0.03	0.04
kraken:taxid|227321	33227	5.60	25.40	20.89
kraken:taxid|227569	15625	0.03	0.63	0.18
kraken:taxid|2282106	45604	0.00	0.06	0.31
kraken:taxid|228248	16712	0.00	0.06	0.33
kraken:taxid|228249	16707	0.00	0.04	0.16
kraken:taxid|2282860	14982	0.00	0.09	0.25
kraken:taxid|228297	16270	0.57	13.81	0.34
kraken:taxid|228307	16776	0.00	0.04	0.20
kraken:taxid|2283408	27607	0.01	0.27	0.53
kraken:taxid|2283411	79765	0.04	0.79	1.29
kraken:taxid|2283839	23462	0.00	0.10	0.12
kraken:taxid|228658	519841	0.00	0.08	0.04
kraken:taxid|228918	15801	0.12	2.86	0.18
kraken:taxid|229058	16492	0.01	0.18	0.20
kraken:taxid|229088	16776	0.00	0.04	0.15
kraken:taxid|229100	16841	0.02	0.39	0.49
kraken:taxid|2291963	15497	0.01	0.13	0.17
kraken:taxid|229543	569915	0.01	0.17	0.29
kraken:taxid|229649	14897	0.00	0.04	0.17
kraken:taxid|230081	16776	0.00	0.04	0.20
kraken:taxid|230148	17860	0.00	0.04	0.16
kraken:taxid|2302425	17199	0.01	0.12	0.17
kraken:taxid|2302647	15691	0.01	0.19	0.34
kraken:taxid|230439	43225	0.02	0.34	0.76
kraken:taxid|2305477	25531	0.15	4.45	0.12
kraken:taxid|230603	64779	0.00	0.05	0.09
kraken:taxid|231106	141684	0.00	0.06	0.06
kraken:taxid|231674	747621	0.00	0.11	0.12
kraken:taxid|231751	27882	0.00	0.03	0.10
kraken:taxid|231932	206437	0.01	0.47	0.55
kraken:taxid|23211	443525	0.00	0.25	0.01
kraken:taxid|232253	16632	0.00	0.04	0.19
kraken:taxid|232414	14829	0.00	0.06	0.36
kraken:taxid|232557	14000	0.01	0.16	0.45
kraken:taxid|232635	16883	0.00	0.04	0.18
kraken:taxid|232641	16814	0.00	0.09	0.20
kraken:taxid|232645	16814	0.01	0.29	0.26
kraken:taxid|233186	39464	0.00	0.06	0.08
kraken:taxid|2337319	14149	0.00	0.04	0.16
kraken:taxid|233772	35511	0.03	0.50	0.42
kraken:taxid|234879	14348	21.17	487.55	0.34
kraken:taxid|235153	15130	0.00	0.04	0.17
kraken:taxid|235426	16459	0.00	0.08	0.16
kraken:taxid|235537	137428	0.04	1.26	0.14
kraken:taxid|235600	15837	0.00	0.04	0.18
kraken:taxid|2358206	15405	0.00	0.09	0.21
kraken:taxid|2358227	16172	0.01	0.20	0.16
kraken:taxid|236018	15207	0.00	0.04	0.19
kraken:taxid|236055	16707	0.00	0.05	0.22
kraken:taxid|236520	14908	0.00	0.08	0.17
kraken:taxid|236790	15252	0.00	0.04	0.20
kraken:taxid|236793	15378	0.01	0.19	0.40
kraken:taxid|236857	14294	0.01	0.13	0.18
kraken:taxid|236973	381774	0.00	0.05	0.06
kraken:taxid|236974	383262	0.00	0.03	0.06
kraken:taxid|237411	16676	0.02	0.23	1.15
kraken:taxid|237438	16840	0.01	0.10	0.27
kraken:taxid|237455	37203	0.00	0.07	0.46
kraken:taxid|237616	16175	0.00	0.04	0.17
kraken:taxid|238040	15982	0.01	0.12	0.24
kraken:taxid|238055	16515	0.06	1.32	0.18
kraken:taxid|238220	16556	0.00	0.12	0.16
kraken:taxid|238647	16828	0.13	3.18	0.15
kraken:taxid|238695	16053	0.01	0.20	0.16
kraken:taxid|238855	17785	0.01	0.17	0.19
kraken:taxid|239245	16236	0.00	0.08	0.16
kraken:taxid|239371	16945	0.11	1.54	0.78
kraken:taxid|239386	16990	0.24	5.38	0.51
kraken:taxid|239685	440720	0.01	1.33	0.01
kraken:taxid|240144	16247	0.03	0.64	0.16
kraken:taxid|240152	16894	0.12	2.92	0.16
kraken:taxid|240154	16472	0.01	0.12	0.17
kraken:taxid|240201	16856	0.01	0.14	0.44
kraken:taxid|240213	24937	0.09	2.58	0.14
kraken:taxid|241747	17045	0.01	0.16	0.18
kraken:taxid|241750	16785	0.00	0.07	0.45
kraken:taxid|2419779	15968	0.01	0.24	0.41
kraken:taxid|242120	16891	0.19	3.11	0.44
kraken:taxid|242522	16682	0.00	0.04	0.18
kraken:taxid|242839	194106	0.00	0.02	0.03
kraken:taxid|244084	18698	0.39	9.22	0.43
kraken:taxid|244710	15932	0.01	0.13	0.41
kraken:taxid|244861	17586	0.00	0.04	0.19
kraken:taxid|245048	16802	0.05	1.24	0.18
kraken:taxid|245074	16151	0.00	0.04	0.19
kraken:taxid|245147	16380	0.00	0.08	0.16
kraken:taxid|245469	104480	0.00	0.20	0.04
kraken:taxid|245590	17086	0.00	0.04	0.18
kraken:taxid|246115	17143	0.02	0.32	0.28
kraken:taxid|246441	15147	0.01	0.17	0.17
kraken:taxid|247629	16701	0.02	0.42	0.29
kraken:taxid|247806	16823	0.00	0.04	0.16
kraken:taxid|2478892	17337	0.02	0.19	1.18
kraken:taxid|2483365	16150	0.11	2.81	0.16
kraken:taxid|2483892	24964	0.09	2.36	0.13
kraken:taxid|2483893	24963	0.08	2.32	0.14
kraken:taxid|2485306	16982	0.01	0.17	0.18
kraken:taxid|2485825	28264	0.54	16.06	0.67
kraken:taxid|2485974	15417	0.21	4.74	0.40
kraken:taxid|2486348	56471	0.00	0.11	0.13
kraken:taxid|2486653	79456	0.02	0.29	0.67
kraken:taxid|2486895	16071	0.01	0.12	0.17
kraken:taxid|2486982	165273	0.00	0.09	0.07
kraken:taxid|2487631	58981	0.03	0.83	0.36
kraken:taxid|2489341	15599	0.25	3.89	1.15
kraken:taxid|248993	16830	0.12	1.81	0.43
kraken:taxid|2493563	15640	0.02	0.42	0.17
kraken:taxid|249398	47526	0.01	0.18	0.70
kraken:taxid|2496075	38936	0.00	0.06	0.13
kraken:taxid|2496872	67506	0.00	0.07	0.06
kraken:taxid|2497756	17559	0.01	0.10	0.51
kraken:taxid|2498317	15964	0.00	0.04	0.16
kraken:taxid|2498636	15266	0.01	0.17	0.19
kraken:taxid|2498648	15559	0.16	3.79	0.24
kraken:taxid|2501809	15363	0.08	1.77	0.26
kraken:taxid|2501810	14927	0.01	0.34	0.18
kraken:taxid|2502920	18585	0.00	0.04	0.16
kraken:taxid|2506487	24959	0.02	0.30	0.43
kraken:taxid|2508260	15798	0.00	0.05	0.22
kraken:taxid|2510791	25729	0.00	0.04	0.13
kraken:taxid|251399	14808	0.00	0.04	0.18
kraken:taxid|2516972	15958	0.01	0.12	0.17
kraken:taxid|2517918	17773	0.00	0.08	0.15
kraken:taxid|2521360	16272	0.03	0.65	0.22
kraken:taxid|252295	15611	0.00	0.04	0.19
kraken:taxid|252399	16296	0.01	0.19	0.42
kraken:taxid|252784	18513	0.02	0.20	1.09
kraken:taxid|2527913	16582	0.01	0.22	0.19
kraken:taxid|252798	17479	0.00	0.09	0.22
kraken:taxid|2528262	38139	0.00	0.04	0.16
kraken:taxid|2529409	16972	0.02	0.34	0.48
kraken:taxid|252962	20262	0.02	0.42	0.17
kraken:taxid|253253	15594	0.00	0.04	0.17
kraken:taxid|254370	15261	0.00	0.09	0.20
kraken:taxid|254446	16956	0.00	0.06	0.32
kraken:taxid|254448	16848	0.01	0.17	0.31
kraken:taxid|254539	16604	0.00	0.07	0.43
kraken:taxid|254563	16950	0.08	1.11	0.70
kraken:taxid|2545709	46134	0.00	0.02	0.05
kraken:taxid|254575	16919	0.00	0.08	0.16
kraken:taxid|254657	16878	0.29	6.64	0.37
kraken:taxid|254709	16502	0.01	0.20	0.16
kraken:taxid|2547534	13285	0.01	0.20	0.25
kraken:taxid|2547802	16476	0.08	1.85	0.21
kraken:taxid|2547956	14713	0.01	0.13	0.20
kraken:taxid|2550860	16568	0.00	0.04	0.19
kraken:taxid|2550879	17334	0.04	0.97	0.18
kraken:taxid|2557541	42797	0.00	0.06	0.13
kraken:taxid|255872	418189	0.01	0.18	0.38
kraken:taxid|2558925	15612	0.00	0.04	0.18
kraken:taxid|2558926	348083	0.00	0.01	0.01
kraken:taxid|2559892	14349	0.00	0.04	0.18
kraken:taxid|2565562	18585	0.01	0.20	0.45
kraken:taxid|2566015	15608	0.08	1.87	0.20
kraken:taxid|2566016	16729	0.00	0.04	0.19
kraken:taxid|2566446	15433	0.01	0.25	0.17
kraken:taxid|2566501	15899	0.07	1.65	0.19
kraken:taxid|256693	16778	0.02	0.40	0.32
kraken:taxid|2567769	15296	0.01	0.13	0.54
kraken:taxid|2569831	15199	0.10	2.23	0.19
kraken:taxid|2570686	15838	0.08	1.98	0.16
kraken:taxid|2572012	13506	5.24	111.10	0.23
kraken:taxid|2572569	16175	0.00	0.04	0.15
kraken:taxid|2573047	15296	0.00	0.07	0.42
kraken:taxid|2575659	16660	0.02	0.59	0.16
kraken:taxid|2575665	15744	0.01	0.17	0.18
kraken:taxid|2576851	132631	0.00	0.03	0.02
kraken:taxid|257776	378262	0.00	0.07	0.09
kraken:taxid|257818	17835	0.00	0.04	0.19
kraken:taxid|2578367	16773	0.00	0.09	0.20
kraken:taxid|257846	16867	0.02	0.24	0.91
kraken:taxid|257867	16715	0.01	0.27	0.20
kraken:taxid|257883	17039	0.00	0.04	0.19
kraken:taxid|2581075	14808	0.00	0.09	0.18
