rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
VYXB01014497.1	1	260	8	138	53.0769	2.34231	39.2	20.4
VYXB01014501.1	1	261	1	37	14.1762	0.141762	40	1
VYXB01014503.1	1	261	1	52	19.9234	0.199234	40	0
VYXB01014505.1	1	261	1	40	15.3257	0.153257	40	11
VYXB01014506.1	1	261	4	67	25.6705	0.781609	39.8	19
VYXB01014507.1	1	261	1	89	34.0996	0.340996	39.5	13
VYXB01014509.1	1	261	16	247	94.636	3.83908	39.7	19.8
VYXB01014515.1	1	261	4	113	43.295	0.927203	40	2.5
VYXB01014519.1	1	261	20	142	54.4061	4.6092	39.7	0
VYXB01014520.1	1	262	5	148	56.4885	1.33206	39.7	9.2
VYXB01014522.1	1	261	1	62	23.7548	0.237548	39.7	0
VYXB01014523.1	1	261	4	119	45.5939	0.789272	39.8	14
VYXB01014524.1	1	262	4	111	42.3664	1.1374	39.5	0
VYXB01014525.1	1	262	3	40	15.2672	0.458015	39.9	10
VYXB01014526.1	1	262	1	57	21.7557	0.217557	40	0
VYXB01014527.1	1	262	1	51	19.4656	0.194656	40	0
VYXB01014531.1	1	262	3	166	63.3588	0.694656	39.8	0
VYXB01014532.1	1	262	2	86	32.8244	0.328244	39.8	16
VYXB01014533.1	1	262	4	140	53.4351	1.05344	39.8	25.8
VYXB01014534.1	1	262	5	85	32.4427	1.43511	39.2	0.6
VYXB01014538.1	1	262	1	34	12.9771	0.129771	39.5	0
VYXB01014539.1	1	262	2	89	33.9695	0.465649	39.9	0
VYXB01014541.1	1	262	2	65	24.8092	0.496183	39.6	30
VYXB01014546.1	1	263	3	77	29.2776	0.764259	39.4	3
VYXB01014547.1	1	262	3	74	28.2443	0.667939	39.7	0
VYXB01014549.1	1	263	2	65	24.7148	0.406844	40	36.5
VYXB01014552.1	1	263	8	175	66.5399	1.69582	39	12.2
VYXB01014554.1	1	263	1	80	30.4183	0.304183	40	13
VYXB01014557.1	1	263	11	180	68.4411	1.98479	39.6	15.8
VYXB01014560.1	1	263	1	46	17.4905	0.174905	40	23
VYXB01014561.1	1	263	3	96	36.5019	0.942966	40	12
VYXB01014565.1	1	263	1	67	25.4753	0.254753	38.8	2
VYXB01014566.1	1	263	1	58	22.0532	0.220532	40	0
VYXB01014568.1	1	263	2	96	36.5019	0.365019	39.7	10.5
VYXB01014574.1	1	263	46	225	85.5513	11.943	39.4	16.7
VYXB01014576.1	1	263	2	97	36.8821	0.368821	40	17.5
VYXB01014577.1	1	263	1	80	30.4183	0.304183	39.8	0
VYXB01014580.1	1	263	1	64	24.3346	0.243346	39.8	1
VYXB01014581.1	1	263	3	137	52.0913	0.790875	39.9	0
VYXB01014584.1	1	263	4	111	42.2053	1.06084	39.9	9.25
VYXB01014586.1	1	264	5	112	42.4242	1.04545	39.7	2.4
VYXB01014591.1	1	264	1	56	21.2121	0.212121	40	30
VYXB01014592.1	1	264	1	57	21.5909	0.215909	40	0
VYXB01014597.1	1	264	1	54	20.4545	0.204545	40	0
VYXB01014598.1	1	264	1	88	33.3333	0.333333	40	0
VYXB01014600.1	1	264	1	34	12.8788	0.128788	39.1	10
VYXB01014604.1	1	264	2	58	21.9697	0.371212	39.3	4
VYXB01014606.1	1	264	3	189	71.5909	0.863636	37.2	0
VYXB01014609.1	1	264	1	63	23.8636	0.238636	33.3	0
VYXB01014610.1	1	264	109	170	64.3939	23.3636	39.4	19
VYXB01014616.1	1	264	2	50	18.9394	0.378788	40	7
VYXB01014621.1	1	264	24	236	89.3939	6.02273	39.4	0
VYXB01014622.1	1	265	4	106	40	1.15094	39.9	14.2
VYXB01014624.1	1	265	10	176	66.4151	2.83019	39.7	35.2
VYXB01014626.1	1	265	1	108	40.7547	0.407547	39.9	0
VYXB01014627.1	1	265	214	143	53.9623	55.1623	39.7	16.4
VYXB01014628.1	1	265	7	93	35.0943	1.91321	39.1	26.7
VYXB01014629.1	1	265	1	96	36.2264	0.362264	38.5	9
VYXB01014630.1	1	265	1	51	19.2453	0.192453	38.8	10
VYXB01014631.1	1	265	1	48	18.1132	0.181132	39	0
VYXB01014636.1	1	265	2	59	22.2642	0.445283	40	0
VYXB01014640.1	1	265	4	70	26.4151	0.645283	39.7	8.5
VYXB01014643.1	1	265	11	140	52.8302	3.15094	39.6	27.4
VYXB01014652.1	1	265	3	69	26.0377	0.750943	39.8	23.3
VYXB01014655.1	1	266	2	94	35.3383	0.353383	39.7	21
VYXB01014659.1	1	266	1	46	17.2932	0.172932	39	16
VYXB01014660.1	1	266	2	50	18.797	0.330827	40	0
VYXB01014662.1	1	266	1	48	18.0451	0.180451	40	17
VYXB01014664.1	1	266	27	265	99.6241	7.89098	39.4	13.4
VYXB01014665.1	1	266	1	69	25.9398	0.259398	40	17
VYXB01014667.1	1	266	3	130	48.8722	0.725564	39.9	32.7
VYXB01014674.1	1	266	2	78	29.3233	0.454887	40	3
VYXB01014676.1	1	266	1	61	22.9323	0.229323	40	0
VYXB01014677.1	1	266	1	67	25.188	0.25188	40	0
VYXB01014680.1	1	266	1	75	28.1955	0.281955	39.8	12
VYXB01014681.1	1	266	2	54	20.3008	0.406015	40	0
VYXB01014682.1	1	266	965	266	100	218.06	39.5	22.2
VYXB01014683.1	1	267	3	130	48.6891	0.794007	39.9	5.67
VYXB01014684.1	1	267	10	200	74.9064	3.40449	39.5	17.1
VYXB01014686.1	1	267	1	36	13.4831	0.134831	40	4
VYXB01014687.1	1	267	1	62	23.221	0.23221	40	0
VYXB01014691.1	1	267	2	137	51.3109	0.513109	40	11
VYXB01014692.1	1	267	8	126	47.191	2.74532	39.8	17.6
VYXB01014695.1	1	267	10	107	40.0749	3.02622	39.7	29.2
VYXB01014698.1	1	267	5	153	57.3034	1.12734	39.2	16.6
VYXB01014699.1	1	267	3	119	44.5693	0.606742	39.6	0.667
VYXB01014703.1	1	267	1	46	17.2285	0.172285	40	1
VYXB01014705.1	1	267	1	104	38.9513	0.389513	39.8	37
VYXB01014706.1	1	267	2	92	34.4569	0.689139	39.8	0
VYXB01014708.1	1	267	6	181	67.7903	1.46816	39.5	5.17
VYXB01014709.1	1	267	2	58	21.7228	0.434457	39.6	48
VYXB01014710.1	1	268	1	81	30.2239	0.302239	40	0
VYXB01014713.1	1	268	3	53	19.7761	0.473881	39.4	0
VYXB01014717.1	1	268	1	72	26.8657	0.268657	39.8	17
VYXB01014719.1	1	268	2	44	16.4179	0.328358	40	0
VYXB01014721.1	1	268	2	70	26.1194	0.522388	39.9	17
VYXB01014724.1	1	268	4	181	67.5373	1.05224	39.4	35.5
VYXB01014725.1	1	268	21	160	59.7015	4.46642	38.6	21.2
VYXB01014729.1	1	268	11	92	34.3284	2.62313	39.4	29.9
VYXB01014731.1	1	268	2	73	27.2388	0.544776	39.9	4
VYXB01014733.1	1	268	2	72	26.8657	0.406716	39.4	0.5
VYXB01014736.1	1	269	2	71	26.3941	0.416357	40	5.5
VYXB01014738.1	1	268	1	73	27.2388	0.272388	40	19
VYXB01014740.1	1	268	9	143	53.3582	1.91418	39.9	14.2
VYXB01014741.1	1	269	3	146	54.2751	0.795539	40	0
VYXB01014742.1	1	269	3	127	47.2119	0.72119	39.2	6.67
VYXB01014744.1	1	269	1	82	30.4833	0.304833	40	0
VYXB01014746.1	1	269	2	134	49.8141	0.498141	38.8	17.5
VYXB01014748.1	1	269	1	63	23.4201	0.234201	39.7	4
VYXB01014749.1	1	269	1	70	26.0223	0.260223	40	26
VYXB01014753.1	1	269	5	78	28.9963	1.42751	39.8	37.4
VYXB01014754.1	1	269	2	65	24.1636	0.483271	37.5	0
VYXB01014755.1	1	269	4	65	24.1636	0.736059	40	8.5
VYXB01014756.1	1	269	1	108	40.1487	0.401487	39.7	0
VYXB01014759.1	1	269	3	124	46.0967	0.561338	38.1	0
VYXB01014760.1	1	269	8	48	17.8439	1.24907	39.9	16
VYXB01014762.1	1	270	2	77	28.5185	0.466667	37.9	41.5
VYXB01014764.1	1	270	6	113	41.8519	1.14074	40	0
VYXB01014765.1	1	269	4	72	26.7658	1.07063	39.7	5
VYXB01014766.1	1	270	4	85	31.4815	1.04074	36.9	9.75
VYXB01014767.1	1	270	1	78	28.8889	0.288889	40	0
VYXB01014768.1	1	270	4	82	30.3704	1.21481	39.7	19
VYXB01014770.1	1	270	1	56	20.7407	0.207407	40	0
VYXB01014773.1	1	270	7	232	85.9259	1.85556	39.9	10.1
VYXB01014774.1	1	270	6	174	64.4444	1.55556	38.7	44.5
VYXB01014778.1	1	270	2	91	33.7037	0.337037	38.6	0
VYXB01014780.1	1	270	4	68	25.1852	1.00741	40	1
VYXB01014783.1	1	271	1	72	26.5683	0.265683	40	20
VYXB01014784.1	1	271	4	162	59.7786	0.848708	40	11.5
VYXB01014785.1	1	271	3	67	24.7232	0.690037	39.7	13.3
VYXB01014787.1	1	271	2	50	18.4502	0.321033	39.8	0
VYXB01014789.1	1	271	4	116	42.8044	0.948339	39.4	15.2
VYXB01014790.1	1	270	4219	270	100	1006.95	39.6	11
VYXB01014791.1	1	271	16	228	84.1328	3.26568	39.8	0.688
VYXB01014792.1	1	271	4	96	35.4244	1.41697	39.9	36
VYXB01014798.1	1	271	1	77	28.4133	0.284133	40	28
VYXB01014800.1	1	271	3	146	53.8745	0.538745	39.2	14
VYXB01014801.1	1	271	6	133	49.0775	1.05904	39.7	0.333
VYXB01014804.1	1	271	1	42	15.4982	0.154982	40	0
VYXB01014805.1	1	271	4	95	35.0554	0.741697	36.1	0
VYXB01014806.1	1	271	2	136	50.1845	0.656827	33.5	0
VYXB01014807.1	1	271	61	264	97.417	16.2841	39.2	26.6
VYXB01014809.1	1	272	1	81	29.7794	0.297794	38	0
VYXB01014810.1	1	272	1	37	13.6029	0.136029	40	6
VYXB01014811.1	1	272	3	134	49.2647	0.841912	39.7	17.3
VYXB01014814.1	1	272	1	60	22.0588	0.220588	40	0
VYXB01014816.1	1	272	4	78	28.6765	0.573529	39.9	5
VYXB01014818.1	1	272	4	61	22.4265	0.768382	39.8	0
VYXB01014822.1	1	272	1	44	16.1765	0.161765	38.6	4
VYXB01014824.1	1	272	6	141	51.8382	1.26838	39.4	1
VYXB01014825.1	1	272	1	52	19.1176	0.191176	36.7	9
VYXB01014826.1	1	272	8	97	35.6618	1.68015	38.7	5.5
VYXB01014827.1	1	272	3	94	34.5588	0.841912	39.9	21
VYXB01014828.1	1	272	6	136	50	1.16912	39.5	0
VYXB01014831.1	1	272	1	47	17.2794	0.172794	40	19
VYXB01014832.1	1	272	4	147	54.0441	0.900735	39.4	0
VYXB01014834.1	1	272	1	61	22.4265	0.224265	37.1	23
VYXB01014836.1	1	272	4	84	30.8824	0.647059	39.7	6.5
VYXB01014838.1	1	273	3	71	26.0073	0.531136	40	0
VYXB01014839.1	1	273	1	50	18.315	0.18315	40	11
VYXB01014844.1	1	273	2	94	34.4322	0.622711	39.7	11.5
VYXB01014845.1	1	273	1	65	23.8095	0.238095	37	0
VYXB01014847.1	1	273	1	62	22.7106	0.227106	40	1
VYXB01014851.1	1	273	4	89	32.6007	1.30403	39.9	21
VYXB01014852.1	1	273	1	50	18.315	0.18315	39	0
VYXB01014853.1	1	273	7	259	94.8718	1.86081	39	17
VYXB01014854.1	1	273	6	132	48.3516	1.90842	39.7	0.667
VYXB01014855.1	1	273	1	78	28.5714	0.285714	39.6	0
VYXB01014864.1	1	273	2	47	17.2161	0.344322	40	2
VYXB01014865.1	1	273	5	83	30.4029	0.901099	40	3.6
VYXB01014866.1	1	273	2	70	25.641	0.512821	39.3	5
VYXB01014867.1	1	273	2	69	25.2747	0.505495	39.8	0
VYXB01014871.1	1	273	11	44	16.1172	1.39194	38.2	4.73
VYXB01014873.1	1	274	9	80	29.1971	1.77372	38.5	17.8
VYXB01014875.1	1	273	2	64	23.4432	0.468864	38.9	1
VYXB01014876.1	1	273	15	103	37.7289	2.83883	39.5	20.5
VYXB01014882.1	1	274	2	54	19.708	0.394161	40	30
VYXB01014884.1	1	274	1	62	22.6277	0.226277	39.7	0
VYXB01014885.1	1	274	3	117	42.7007	0.740876	39.3	0
VYXB01014887.1	1	274	1	114	41.6058	0.416058	39.7	46
VYXB01014889.1	1	274	2	66	24.0876	0.481752	39.6	60
VYXB01014892.1	1	274	9	248	90.5109	1.78102	39.9	5.33
VYXB01014893.1	1	274	3	92	33.5766	1.0073	40	1
VYXB01014897.1	1	275	1	69	25.0909	0.250909	40	49
VYXB01014898.1	1	275	3	100	36.3636	0.807273	39.9	0
VYXB01014899.1	1	275	5	131	47.6364	1.19636	40	36.8
VYXB01014900.1	1	275	1	52	18.9091	0.189091	40	0
VYXB01014903.1	1	275	1	54	19.6364	0.196364	40	0
VYXB01014904.1	1	275	5	125	45.4545	1.34545	39.9	22
VYXB01014907.1	1	275	1	53	19.2727	0.192727	39.7	3
VYXB01014909.1	1	275	14	132	48	3.89455	39.7	18
VYXB01014910.1	1	275	1	81	29.4545	0.294545	39.8	0
VYXB01014912.1	1	275	5	110	40	1.07636	39.7	0
VYXB01014913.1	1	275	6	80	29.0909	1.55273	40	20.2
VYXB01014914.1	1	275	1	90	32.7273	0.327273	39.8	0
VYXB01014915.1	1	275	1	71	25.8182	0.258182	39.8	0
VYXB01014916.1	1	275	14	241	87.6364	3.82182	39.9	41.4
VYXB01014917.1	1	275	4	56	20.3636	0.712727	39.5	1.5
VYXB01014918.1	1	275	2	37	13.4545	0.269091	39.6	2
VYXB01014922.1	1	275	3	52	18.9091	0.509091	39.9	27.3
VYXB01014923.1	1	275	3	91	33.0909	0.709091	40	23
VYXB01014924.1	1	276	4	119	43.1159	0.938406	39.3	3.5
VYXB01014925.1	1	275	7	113	41.0909	1.50545	40	8.57
VYXB01014927.1	1	275	1	76	27.6364	0.276364	40	17
VYXB01014929.1	1	276	1	40	14.4928	0.144928	40	0
VYXB01014932.1	1	276	1	43	15.5797	0.155797	39.6	3
VYXB01014935.1	1	276	1	33	11.9565	0.119565	40	0
VYXB01014936.1	1	276	2	116	42.029	0.42029	40	16
VYXB01014938.1	1	276	2	83	30.0725	0.601449	39.8	0
VYXB01014939.1	1	276	3	153	55.4348	1.11957	39.3	45.3
VYXB01014943.1	1	276	1	74	26.8116	0.268116	40	21
VYXB01014949.1	1	276	2	130	47.1014	0.471014	39.9	0
VYXB01014950.1	1	276	6	146	52.8986	1.42029	39.9	4.67
VYXB01014952.1	1	277	1	48	17.3285	0.173285	38.7	0
VYXB01014955.1	1	277	1	61	22.0217	0.220217	40	0
VYXB01014956.1	1	276	1	115	41.6667	0.416667	39.7	18
VYXB01014958.1	1	276	2	65	23.5507	0.394928	40	0
VYXB01014959.1	1	277	3	86	31.0469	0.476534	39.5	3.33
VYXB01014960.1	1	277	1	69	24.9097	0.249097	37.7	0
VYXB01014962.1	1	277	5	142	51.2635	1.01805	40	9
VYXB01014963.1	1	277	4	91	32.852	0.740072	39.4	5
VYXB01014964.1	1	277	1	58	20.9386	0.209386	40	4
VYXB01014965.1	1	277	1	118	42.5993	0.425993	39.7	0
VYXB01014966.1	1	277	3	101	36.4621	1.09386	39.9	0
VYXB01014973.1	1	277	1	63	22.7437	0.227437	38.5	19
VYXB01014974.1	1	278	1	99	35.6115	0.356115	37.1	0
VYXB01014976.1	1	278	3	89	32.0144	0.697842	36.3	7
VYXB01014980.1	1	278	3	105	37.7698	0.730216	39.6	0
VYXB01014981.1	1	277	14	168	60.6498	3.13357	39.2	16.7
VYXB01014982.1	1	278	1	75	26.9784	0.269784	39.6	0
VYXB01014984.1	1	278	1	74	26.6187	0.266187	39.8	27
VYXB01014986.1	1	278	7	124	44.6043	1.14029	39.2	0.143
VYXB01014987.1	1	278	22	268	96.4029	5.54676	39.8	18.6
VYXB01014988.1	1	278	2	126	45.3237	0.514388	35.5	0
VYXB01014989.1	1	278	3	73	26.259	0.579137	38.9	11.7
VYXB01014991.1	1	278	2	86	30.9353	0.510791	39.9	4.5
VYXB01014992.1	1	278	11	194	69.7842	2.31295	39.7	17.3
VYXB01014996.1	1	278	4	91	32.7338	1.02518	39.9	0
VYXB01014997.1	1	278	2	79	28.4173	0.568345	40	24
VYXB01014998.1	1	278	5	123	44.2446	1.15108	39.8	17.4
VYXB01014999.1	1	278	1	68	24.4604	0.244604	37	0
VYXB01015002.1	1	278	3	87	31.295	0.625899	39.8	0
VYXB01015003.1	1	278	2	59	21.223	0.363309	39.8	0
VYXB01015004.1	1	279	4	204	73.1183	2.51971	39.9	27.2
VYXB01015008.1	1	279	1	35	12.5448	0.125448	39.5	0
VYXB01015009.1	1	279	3	130	46.595	0.777778	39.9	0
VYXB01015010.1	1	279	1	43	15.4122	0.154122	39.6	14
VYXB01015017.1	1	279	6	146	52.3297	1.50896	39.8	0
VYXB01015018.1	1	279	2	50	17.9211	0.358423	40	2
VYXB01015021.1	1	279	12	235	84.2294	2.32975	38.9	1.67
VYXB01015022.1	1	279	2	79	28.3154	0.326165	40	0
VYXB01015025.1	1	279	2	107	38.3513	0.383513	40	4
VYXB01015026.1	1	280	3	104	37.1429	0.657143	37.9	12.7
VYXB01015027.1	1	280	2	74	26.4286	0.528571	37.9	3
VYXB01015028.1	1	280	1	44	15.7143	0.157143	40	15
VYXB01015030.1	1	280	11	156	55.7143	2.53571	39.3	15.8
VYXB01015032.1	1	280	2	55	19.6429	0.392857	38.9	0
VYXB01015033.1	1	280	9	172	61.4286	1.77857	39.8	23.4
VYXB01015034.1	1	280	2	76	27.1429	0.542857	39.5	10
VYXB01015035.1	1	280	1	37	13.2143	0.132143	40	10
VYXB01015037.1	1	280	2	66	23.5714	0.471429	39.9	29
VYXB01015038.1	1	280	1	78	27.8571	0.278571	40	0
VYXB01015039.1	1	280	7	93	33.2143	2.03214	39.6	32.4
VYXB01015040.1	1	280	3	69	24.6429	0.560714	39.8	2
VYXB01015041.1	1	280	2	70	25	0.5	39.9	3
VYXB01015042.1	1	280	2	176	62.8571	0.710714	40	14.5
VYXB01015043.1	1	280	1	57	20.3571	0.203571	40	0
VYXB01015049.1	1	281	1	47	16.726	0.16726	40	0
VYXB01015050.1	1	280	9	181	64.6429	1.72143	39.9	27.1
VYXB01015051.1	1	281	2	75	26.6904	0.533808	38.7	0
VYXB01015053.1	1	281	2	67	23.8434	0.476868	39.8	0
VYXB01015055.1	1	281	1	56	19.9288	0.199288	39.4	0
VYXB01015057.1	1	281	3	82	29.1815	0.640569	34.3	17.3
VYXB01015062.1	1	281	2	77	27.4021	0.548043	39.7	0
VYXB01015063.1	1	281	2	135	48.0427	0.480427	39.4	8.5
VYXB01015064.1	1	281	2	58	20.6406	0.412811	40	10
VYXB01015066.1	1	281	1	53	18.8612	0.188612	40	4
VYXB01015067.1	1	281	3	139	49.4662	0.701068	39.8	19.7
VYXB01015068.1	1	281	4	147	52.3132	0.829181	39.7	16.5
VYXB01015070.1	1	281	1	91	32.3843	0.323843	39.8	60
VYXB01015073.1	1	282	2	110	39.0071	0.390071	40	0
VYXB01015075.1	1	281	6	224	79.7153	1.35587	39.6	15.8
VYXB01015077.1	1	281	2	64	22.7758	0.359431	40	2
VYXB01015078.1	1	282	4	48	17.0213	0.62766	35.6	14.2
VYXB01015080.1	1	282	2	46	16.3121	0.326241	40	1
VYXB01015081.1	1	282	1	74	26.2411	0.262411	40	0
VYXB01015082.1	1	282	3	90	31.9149	0.659574	39.9	28.7
VYXB01015083.1	1	282	4	143	50.7092	1.04255	38.6	0
VYXB01015085.1	1	282	1	66	23.4043	0.234043	40	57
VYXB01015087.1	1	282	13	270	95.7447	3.58156	39.9	32.2
VYXB01015088.1	1	282	1	57	20.2128	0.202128	40	1
VYXB01015089.1	1	282	2	88	31.2057	0.312057	39.8	24.5
VYXB01015091.1	1	282	3	118	41.844	0.656028	39.9	32.7
VYXB01015092.1	1	282	1	76	26.9504	0.269504	39.6	0
VYXB01015094.1	1	282	9	196	69.5035	2.0461	39.7	17.8
VYXB01015098.1	1	282	3	77	27.305	0.815603	39.7	7.67
VYXB01015099.1	1	282	38	260	92.1986	9.7234	39.1	25.8
VYXB01015100.1	1	282	4	100	35.461	0.87234	39.9	19.5
VYXB01015101.1	1	282	1	61	21.6312	0.216312	40	0
VYXB01015104.1	1	282	2	130	46.0993	0.460993	40	8
VYXB01015105.1	1	282	4	84	29.7872	1.02128	39.8	33
VYXB01015107.1	1	282	3	45	15.9574	0.478723	40	5
VYXB01015108.1	1	283	9	189	66.7845	2.09894	38.5	36.1
VYXB01015109.1	1	283	13	150	53.0035	2.95053	39.2	13.9
VYXB01015112.1	1	283	4	112	39.576	0.80212	39.8	19
VYXB01015113.1	1	283	3	57	20.1413	0.60424	39.7	4
VYXB01015116.1	1	283	1	66	23.3216	0.233216	40	0
VYXB01015117.1	1	283	1	42	14.841	0.14841	39.6	0
VYXB01015119.1	1	283	2	87	30.742	0.452297	39.9	0
VYXB01015120.1	1	283	4	106	37.4558	0.833922	37.8	4
VYXB01015123.1	1	283	1	50	17.6678	0.176678	40	8
VYXB01015124.1	1	283	6	134	47.3498	1.35689	39.5	8
VYXB01015125.1	1	283	4	57	20.1413	0.805654	39.9	17
VYXB01015126.1	1	283	1	49	17.3145	0.173145	39.7	0
VYXB01015127.1	1	283	7	77	27.2085	1.5053	39.4	38.9
VYXB01015130.1	1	284	1	62	21.831	0.21831	40	0
VYXB01015136.1	1	284	7	155	54.5775	1.62676	39.3	16.6
VYXB01015137.1	1	284	2	144	50.7042	0.626761	39.5	32.5
VYXB01015138.1	1	284	5	165	58.0986	1.1831	39.6	3.2
VYXB01015139.1	1	284	1	50	17.6056	0.176056	39	0
VYXB01015140.1	1	284	2	147	51.7606	0.517606	39.6	44
VYXB01015141.1	1	284	1	51	17.9577	0.179577	40	39
VYXB01015144.1	1	283	10	212	74.9117	2.77032	39.9	0
VYXB01015145.1	1	284	1	75	26.4085	0.264085	39.8	3
VYXB01015146.1	1	284	2	114	40.1408	0.802817	40	47
VYXB01015151.1	1	284	1	59	20.7746	0.207746	39.7	0
VYXB01015153.1	1	284	3	197	69.3662	0.767606	37.9	0
VYXB01015157.1	1	284	1	55	19.3662	0.193662	40	0
VYXB01015159.1	1	284	1	36	12.6761	0.126761	40	0
VYXB01015160.1	1	284	2	97	34.1549	0.397887	39.4	0
VYXB01015163.1	1	284	98	241	84.8592	22.9859	39.6	0.663
VYXB01015164.1	1	285	1	59	20.7018	0.207018	40	0
VYXB01015165.1	1	285	2	57	20	0.329825	40	0
VYXB01015169.1	1	285	1	62	21.7544	0.217544	40	0
VYXB01015172.1	1	285	5	96	33.6842	1.49825	37.9	46.8
VYXB01015173.1	1	285	6	148	51.9298	1.86316	37.7	8.33
VYXB01015174.1	1	285	6	127	44.5614	1.6386	38.1	17.8
VYXB01015175.1	1	285	6	103	36.1404	1.46316	39.3	55
VYXB01015177.1	1	285	3	65	22.807	0.684211	36.4	0
VYXB01015178.1	1	285	2	85	29.8246	0.392982	39.9	1.5
VYXB01015179.1	1	285	5	104	36.4912	0.849123	40	16.4
VYXB01015182.1	1	285	1	51	17.8947	0.178947	39.4	12
VYXB01015183.1	1	286	1	36	12.5874	0.125874	40	3
VYXB01015185.1	1	286	1	37	12.9371	0.129371	40	0
VYXB01015186.1	1	286	3	87	30.4196	0.912587	39.9	0
VYXB01015188.1	1	286	1	45	15.7343	0.157343	40	0
VYXB01015189.1	1	285	3	104	36.4912	0.621053	39.5	12.3
VYXB01015190.1	1	285	6	110	38.5965	0.989474	39.8	8.83
VYXB01015191.1	1	286	1	62	21.6783	0.216783	40	0
VYXB01015196.1	1	286	1	58	20.2797	0.202797	40	12
VYXB01015202.1	1	286	1	63	22.028	0.22028	39.7	0
VYXB01015205.1	1	286	60	286	100	12.4965	39.5	21.8
VYXB01015206.1	1	286	3	94	32.8671	0.468531	40	16.7
VYXB01015207.1	1	287	8	48	16.7247	1.12544	39.6	1.38
VYXB01015210.1	1	286	1	59	20.6294	0.206294	40	0
VYXB01015212.1	1	286	2	28	9.79021	0.195804	40	1
VYXB01015214.1	1	287	1	53	18.4669	0.184669	40	20
VYXB01015216.1	1	287	1	46	16.0279	0.160279	39.7	8
VYXB01015217.1	1	287	3	90	31.3589	0.937282	40	6
VYXB01015218.1	1	287	1	75	26.1324	0.261324	40	3
VYXB01015219.1	1	287	8	138	48.0836	1.40767	39.6	17.5
VYXB01015220.1	1	287	1	48	16.7247	0.167247	37	0
VYXB01015223.1	1	287	1	35	12.1951	0.121951	40	0
VYXB01015224.1	1	287	2	75	26.1324	0.452962	34.9	0
VYXB01015225.1	1	287	3	87	30.3136	0.909408	39.8	60
VYXB01015227.1	1	287	2	73	25.4355	0.494774	39.7	0
VYXB01015229.1	1	287	9	168	58.5366	2.62021	39.9	13.1
VYXB01015230.1	1	287	1	92	32.0557	0.320557	38.6	60
VYXB01015232.1	1	287	2	136	47.3868	0.473868	39.9	7
VYXB01015235.1	1	287	62	233	81.1847	12.662	39.7	16.1
VYXB01015236.1	1	287	1	46	16.0279	0.160279	40	4
VYXB01015237.1	1	287	2	123	42.8571	0.428571	39.1	16
VYXB01015238.1	1	287	1	51	17.77	0.1777	40	3
VYXB01015241.1	1	288	5	177	61.4583	1.07292	39.9	13.6
VYXB01015242.1	1	288	2	105	36.4583	0.729167	39.9	0
VYXB01015243.1	1	287	8	105	36.5854	1.74216	39.9	34.9
VYXB01015244.1	1	288	3	149	51.7361	0.84375	36.7	26.3
VYXB01015246.1	1	288	1	86	29.8611	0.298611	39.5	0
VYXB01015248.1	1	287	4	79	27.5261	0.947735	39.8	34
VYXB01015251.1	1	288	3	121	42.0139	0.621528	39.7	29.7
VYXB01015252.1	1	288	4	87	30.2083	1.10417	39.9	0
VYXB01015254.1	1	288	31	194	67.3611	7.55208	39.5	16.9
VYXB01015255.1	1	288	3	105	36.4583	0.506944	40	0
VYXB01015257.1	1	288	10	130	45.1389	1.82639	38.8	1.3
VYXB01015258.1	1	288	1	49	17.0139	0.170139	36.8	6
VYXB01015259.1	1	288	2	55	19.0972	0.381944	39.6	32
VYXB01015260.1	1	288	1	46	15.9722	0.159722	40	5
VYXB01015261.1	1	288	69	181	62.8472	15.7778	39.5	16.4
VYXB01015263.1	1	288	53	230	79.8611	15.5174	37.9	28.5
VYXB01015265.1	1	289	1	26	8.99654	0.0899654	40	1
VYXB01015266.1	1	289	1	49	16.955	0.16955	40	0
VYXB01015267.1	1	289	3	63	21.7993	0.470588	38.4	16.3
VYXB01015268.1	1	288	2	34	11.8056	0.236111	40	5
VYXB01015269.1	1	289	205	239	82.699	47.827	39.5	22.9
VYXB01015272.1	1	288	1082	288	100	335.816	39.6	22
VYXB01015273.1	1	289	1	100	34.6021	0.346021	40	0
VYXB01015274.1	1	289	1	57	19.7232	0.197232	40	0
VYXB01015275.1	1	289	1	44	15.2249	0.152249	40	4
VYXB01015277.1	1	289	2	128	44.2907	0.442907	39.9	0
VYXB01015278.1	1	289	2	123	42.5606	0.435986	39.7	0
VYXB01015279.1	1	289	1	72	24.9135	0.249135	39.8	0
VYXB01015281.1	1	289	1	41	14.1869	0.141869	40	0
VYXB01015282.1	1	289	1	39	13.4948	0.134948	40	0
VYXB01015285.1	1	289	1	69	23.8754	0.238754	40	0
VYXB01015288.1	1	290	1	75	25.8621	0.258621	39.6	0
VYXB01015289.1	1	289	1	50	17.301	0.17301	39.7	5
VYXB01015290.1	1	290	2	79	27.2414	0.482759	40	8
VYXB01015292.1	1	290	4	168	57.931	0.906897	40	0
VYXB01015293.1	1	290	2	131	45.1724	0.513793	39.4	0
VYXB01015296.1	1	289	1	50	17.301	0.17301	40	9
VYXB01015297.1	1	290	5	181	62.4138	1.21379	38.6	7.2
VYXB01015300.1	1	290	3	51	17.5862	0.527586	40	0
VYXB01015302.1	1	290	3	123	42.4138	0.768966	39.9	20.7
